Mode-ID,<c2>,dtheta_dc,dL_dc,domega_dc
50,1.4328371125930641,-0.010235610741982313,-0.0375112885948723,-0.0022722670523379947
51,1.3946714984450785,0.0067672239208471435,-0.019050175517913312,-0.002681276712519904
52,1.3260983957541561,-0.0022244218249754854,-0.03437769665645553,-0.0031663439365420803
53,1.2768121465960014,-0.004754677549330513,-0.020090350847701898,-0.009392641156219515
54,1.2612882248629078,-0.0016360782796726655,0.05690471806954666,0.0053568576992962715
55,1.1884472155960815,-0.0038269606408887634,-0.01646616008644885,0.0007862081143640246
56,1.1735735828895224,-0.0038194438014669827,0.08732769625430291,-0.0008203135279200545
57,1.1388222102458019,0.0098074149160119,-0.029198167805355214,-0.000705137480557809
58,1.085005004662101,-0.004206258468087004,0.023686296417021517,-0.00037738072949668015
59,1.0722247054683685,0.013518021522773302,0.019832208078605258,0.006738815972874754
60,1.0657390739383372,-0.007667445482779998,-0.0419833655531059,-0.0011964345391589294
61,1.0066744211865188,0.00453393900164869,0.016664821052315742,-0.0006096951110287367
62,0.995848973924747,0.0015646835631793288,-0.027965173660020867,-0.000170382373955996
63,0.9637495093806636,0.017435504332911588,0.01927446361429231,-3.14959058350118e-05
64,0.9410525536809491,0.0029304102013791612,0.04849436937533223,-0.004720918145700335
65,0.9009564938990874,0.011251500127592452,-0.02266177265491305,-0.004099024793221804
66,0.8960953708690591,0.0117764531743848,0.020055337513656454,-0.001937477155813794
67,0.8764995680133588,-0.006622826845350441,0.028128341303241503,-0.0019864079707011227
68,0.8712574387724439,-0.01089962592679375,-0.017805673191864074,-0.005240100182694888
69,0.8536890774744563,0.006195825625880485,-0.0198869334076304,-0.0011804673854288786
70,0.8379710034050449,-0.0022469823741647355,-0.023311154899877867,-0.00038950421156550593
71,0.8090711345657592,0.00721694436985424,-0.05691320621921784,0.0026017882311019265
72,0.7778402070659941,0.02136284365494389,-0.0374647242008796,0.002882054957499249
73,0.7641104349859253,-0.0005636658327842749,0.040116920816365406,0.008263159027030077
74,0.7495740741276677,0.02381709248835316,-0.08819521658380981,-0.0032614392752224664
75,0.7255987264182218,0.014662215748914185,-0.07481885843213057,0.004044321086755699
76,0.7147452233802122,-0.020596010751480456,-0.04506498167182968,-0.0045450232729762645
77,0.6990754130703598,0.010405327088405126,-0.030594149749217783,0.008421542231252814
78,0.6746287899403862,-0.010947186714167818,-0.0143560029757044,0.0006387612121456532
79,0.6567778734819898,0.008353025359223273,0.06199449952080292,-0.011320975855975293
80,0.6293736325820158,0.009130744599673312,-0.07528012528961278,-9.376483429231044e-05
81,0.6086129147415191,-0.0123960549080212,0.06591085355681367,-0.0026086781627107525
82,0.5998378427429321,-0.0012058033919133807,0.04651573579400982,-0.0002427991585929707
83,0.5963129782615058,0.010296850062128752,-0.06949473527667129,0.00122648816383777
84,0.5848304512321677,0.00023935755521379483,0.031962398157724205,-0.0028885586300045852
85,0.5795731449479148,-0.007571738448974823,-0.013507638796438931,-0.0014179710006422116
86,0.5615281245146485,0.00036085894978718486,-0.014652975858263213,-0.004049703660806136
87,0.5376946208142099,0.01319501679135887,-0.030396712739165638,-0.0017939717536922485
88,0.5295562575088941,0.005430540655570253,-0.015207263611605673,0.003741176186081247
89,0.5253351346048108,0.002106448961913285,0.013981821401239007,-0.003471391574546693
90,0.5208801881980487,-0.0009406404632626475,-0.02210375000287097,-0.00015444178356717299
91,0.5117833747722494,0.003356956585678681,-0.01840604200915756,0.0006949846497820125
92,0.4990067626201781,-0.005344283290427724,0.023491003147201008,-0.0008557737419227838
93,0.49533469392666213,-0.007609658628770574,0.06406274769957412,-0.008988501942353613
94,0.48925908057236694,-0.003270837412504205,-0.034978868538075615,-0.0071856945978253095
95,0.4854267273127627,0.005189286934079607,0.14532586140290188,-0.0012043821441068301
96,0.475009729234045,-0.00147059413477111,-0.038408155030765626,0.0011179741553154637
97,0.4709700487705691,-0.001295028667503806,0.011840726162113662,-0.010645142844771898
98,0.45985143370753156,-0.004709816787794437,-0.08265779508207417,-0.0011443699375068015
99,0.455618480620659,0.001195120404461557,0.054604003135808106,-0.0005801371605181544
100,0.447396715900709,-0.01175637672484905,-0.07464046605126404,-0.005084188639280621
101,0.4394570738006092,0.002742905420503616,0.07285147203193011,-0.008271238420014723
102,0.42439690788036094,-0.0027566771361429523,-0.08398296415934438,0.0009829306861436208
103,0.41745465909227586,0.010082865516045892,0.0424037773675006,0.004485804061579139
104,0.4016723518700488,0.00018379731247268358,0.034196794792417634,-0.005082827400988737
105,0.38988152343297694,-0.00013591176092037023,-0.034470397599982286,0.004444122135524918
106,0.3758758451461452,0.0031920332108954395,-0.03590946193953063,0.0004453729788944079
107,0.3643519567012096,0.0004623284605144495,-0.03515146250808392,-0.0019011063635949765
108,0.35910320162969495,0.002032661762915043,-0.014289455266799322,-0.00032082137916037275
109,0.35403848019451145,0.0030203418041749763,0.0035628497472687186,-0.0021679702666383945
110,0.34986825423876267,-0.0023949354116229496,0.018119849989371214,0.00817831109763693
111,0.3413865518272782,0.004584081674526681,0.02531172148222564,0.008598201595216865
112,0.336325381315592,0.001718672692887788,0.04262525316780565,0.0027820527701618077
113,0.3258260011514378,-0.000680114310579098,-0.10042030988795694,-0.0007668787764009999
114,0.3243962702494555,0.008738907148962909,-0.16590989437908416,-0.012352525162264885
115,0.31384892363094563,-0.0021678658198716863,0.07589279778917601,-0.01048979582391782
116,0.310478945140057,-0.002364332889777373,0.047381878336970114,0.005878892411118017
117,0.3048813255679607,-2.5322012351405125e-05,-0.004825087752976694,-0.005899115909933507
118,0.29735405169255474,-0.0003517941252341482,0.09980913478046956,-0.0038948709448602494
119,0.2906812624701527,5.244227517099069e-05,-0.2603471190081101,0.003913065844988453
120,0.28650657831002263,0.006517455594384472,-0.038312342866409096,-0.006089715853409174
121,0.28024083450399057,0.001190223927552019,0.00115200261872723,0.0021769846226719425
122,0.27643633236421095,0.010070776612088956,-0.11301303790412084,-0.006646588379197781
123,0.2701191288813379,-0.0004289294508921335,0.10386275927386544,0.0098306180909441
124,0.26453213197073605,0.0006052866277239204,0.09622025054682386,0.011640242416454241
125,0.26147948335598925,-0.0030130597456204888,-0.08613768212719516,-0.0030762585865650267
126,0.2590340985886707,0.004047099698938113,-0.027480860269751918,0.003167773392683625
127,0.2542291785789519,-0.012501320508832995,-0.013273698683661595,-0.007527693521809405
128,0.24765359024082867,-0.006900942284632911,0.10042879520174867,0.0011050401432178537
129,0.24393671628394722,0.004036566479651685,-0.010083444280325402,0.0013471750983196284
130,0.24226400579837692,0.00046104157890787415,-0.07373892550793881,0.015872877572043042
131,0.23997734552921873,0.002163435314987652,-0.04407584315384093,-0.02254550303147667
132,0.23869987448290902,-0.007451068655465522,0.07363300183577302,-0.017514313039416002
133,0.23017636853546533,0.00880595047613782,-0.09714918678655764,0.005653107658062736
134,0.2247555102271484,-0.0016131811667421212,-0.03738080037025849,0.009602641723756487
135,0.2214755086092253,0.002206719477722297,0.034861584489238116,0.01492646480344573
136,0.21989465139958506,0.00048748389448334187,-0.031683722218878656,0.008696712464327964
137,0.2179478359091673,-0.0035829563908011328,0.09557311364007176,0.0033421107695438914
138,0.2122007634614582,0.004711432439591885,-0.11473938965546104,-0.011206535509000002
139,0.20847857591887167,-0.010268900793316802,0.11087598792765677,-0.017479402947855636
140,0.20818983222264173,0.0015442298742410958,0.01626945692898481,0.006514480499441818
141,0.20226090652736375,0.006115474029989675,-0.03899237744025445,-0.0060919000225061505
142,0.20050176688714877,-0.006946010332539733,0.10359148168988562,-0.0014552209958655414
143,0.19949889099570706,0.001437886395985783,0.20406086327917147,0.012653521895170708
144,0.19234207141114137,-0.006647812501483513,0.17256636719952284,-0.019308543548471068
145,0.1908568389250594,-0.0071337423065443,0.002780531714294869,0.02007127407517072
146,0.18746694322856988,-0.0043538734515577064,-0.019497256399082917,-0.011487320180769641
147,0.18403439406944969,-0.007851785578931658,0.16800550931610464,-0.02313016665810539
148,0.183348883039987,0.0076827695112093785,0.013795839322545777,0.009692090871048484
149,0.18179157419580153,0.0015376073051601052,-0.13688604353215647,0.006843686410378386
150,0.1785871534040275,0.007983185654246987,-0.16852938539742002,0.0011313905944406355
151,0.1754506875177005,0.0050552637368395685,-0.18265867600449406,0.022225581230202924
152,0.17423976291232085,0.0012763822856319007,-0.06569289476416597,-0.01182557538714157
153,0.1705741602351692,0.007182462708779889,0.010640930837554291,0.007368661605653607
154,0.16970509157600636,0.010518589220234959,0.06684638551607543,0.029649819024343237
155,0.16710610650327506,0.005118381073147257,0.03604018023456165,0.012031897032126251
156,0.16457649922967058,0.012281840868013172,-0.010992493844427027,-0.013119745933780142
157,0.16155134322615453,0.0038637163051964867,-0.1852934038150181,0.02274736062642057
158,0.16092817377832375,0.009072155628005788,-0.12102602061366265,0.0026948465464095364
159,0.16002829015558062,0.006661262334522651,0.10755957080172142,-0.011295415793324937
160,0.15620927009244373,-0.00493293532492657,0.0024120700691397205,0.015831739765747938
161,0.1529122780109717,0.002514563157729089,0.17063660355638258,-0.006414463079308262
162,0.1524028741511614,-0.002231460403968529,0.056696461374736336,-0.01738994825124095
163,0.14871126899477752,0.002980809657232184,-0.03991006519046686,-0.0016173287325469718
164,0.1477931630095104,-0.007808498374050041,0.03420067481656771,0.011466638395385179
165,0.14679397111459905,-0.0043513798722078344,0.14357230666654375,-0.0037196109879287717
166,0.1462257349733009,-0.0016747516931655802,-0.048454653735481336,0.0037093677851121405
167,0.14347756642361978,0.0066856474484081364,-0.015336748489085162,0.01049189179173628
168,0.14079486997703736,0.000607411632868563,-0.02058714078261961,-0.003646044303353957
169,0.14041489814764432,-0.0011029488526387292,0.10775162855143418,-0.0038955835855631134
170,0.13780163474198395,0.007917333841578965,-0.12749590690684034,0.0022179010540300434
171,0.13631047592226658,0.0024323072264892578,-0.07202152368869326,-0.00854130295982158
172,0.13429388798999983,0.01464151070345485,-0.1107437851318708,-0.0013657980303578366
173,0.13191983693593168,0.004213799385177843,0.06430758243776424,-0.011429827491186262
174,0.13059977166080106,0.005826539815328518,-0.03616291965528568,-0.0016568948207475488
175,0.12957668106503628,-0.005693462577199715,-0.032891208375508484,0.01312017259888204
176,0.1266282353671897,-0.0050902247151192815,0.20216144248436,-0.003807353217638546
177,0.12548524675789594,-0.007936152542615968,0.04009894834510383,-0.014200114027270457
178,0.12427749558264437,0.0061278435023325705,-0.07594942445621583,-0.015123836495266203
179,0.12193081582210837,0.0007384279146716992,0.06157902795923615,0.011601529133462013
180,0.12039070895655468,0.00860078545093862,-0.1419356694370318,0.005288106919608579
181,0.11902991575747567,0.0003675379975024101,0.06206913957369966,0.001899273883611329
182,0.1174985389801375,0.0023845837064945924,-0.19817226774854696,0.012115526378709123
183,0.11502393955957575,-0.0006495337460600607,0.00512456063720626,-0.0065511105175152795
184,0.11387689242544768,-0.0016392062606209671,-0.07022549181396942,0.010475314504047584
185,0.111955873033639,0.007516592190414401,0.08469091807159786,0.00543016879488999
186,0.10948352546112387,-0.009752512737233886,0.017237878018722782,-0.017142260297756808
187,0.10697846452054106,-0.005252250388530002,-0.006158737262235875,0.0055516626268348355
188,0.10570515995164197,0.0035573641697532843,-0.0731594571539847,0.008250167867809173
189,0.10476706093960839,-0.003380937764876776,0.10788020738464303,-0.0048177038711070715
190,0.10354917376523283,-0.005510914741928329,0.11689353580040325,0.005085999408679615
191,0.10143688259500494,0.007007599959748472,-0.07046860262988354,0.00712968492074107
192,0.10099778912131625,-0.0006924430700699463,0.05716823230375946,0.007784374998460906
193,0.10065719213052267,0.004145153105270511,-0.05699889641600296,0.009425545388077671
194,0.09925011391243699,-0.004093266197114124,0.1398069229798122,-0.016621331747134243
195,0.09702866101636105,0.00578526409170642,-0.07974215795035706,-0.005697839012407996
196,0.09664532419846542,0.005166059306987961,0.05235560805291397,-0.006149876276404701
197,0.09607146264479545,0.004773197819713214,0.024396865473938985,-0.005217017337624993
198,0.09573713118533608,0.008637796656392952,0.04160253088189425,-0.004448379240662121
199,0.09481573363881324,-0.008262404095814704,0.08792510574243839,-0.006864524177919654
200,0.09361044486217202,0.0019846192445325157,0.1849044697644509,-0.019279165789704712
201,0.092347473241577,-0.004155064785801604,0.034051412435783836,-0.013941872980844644
202,0.09182196984099349,-0.009414701575111687,0.13966287575442746,0.004421916745047764
203,0.0902886374672845,0.0011824314705954368,0.0661757892506153,-0.0052064739306355605
204,0.09005707243105804,0.0060033445439133075,-0.05149075680361198,0.013268159877019169
205,0.08888928682059273,-0.010411552518341352,0.02205435267983161,0.006886877674073711
206,0.0883826770135234,0.0008262491699401045,0.0012029070431367453,-0.002763650580001189
207,0.0867702258585138,-0.0092286274445892,0.07050735445404918,-0.009487006789696195
208,0.08656527878015717,0.003338999581416909,-0.05153926482941767,-0.0018057852789816415
209,0.08563061860206837,-0.0057435789661601155,0.12519225643495185,0.006026902401169816
210,0.08544813074023498,0.008307663718474648,-0.0653649594946267,0.0061176410605506435
211,0.08489126449775707,-0.0024231765787976005,-0.040876659311647516,-0.004589346900569265
212,0.08371113213789057,-0.002124374568220414,0.06185092948209885,0.0009285490685732684
213,0.08340844394641082,0.0007840543380352291,0.046856114811004254,-0.0009577872215349339
214,0.08166092019278622,3.779713277382973e-05,0.01225858259975746,0.004665576610680937
215,0.08156472441830265,-0.0020631874217292728,0.019307148221640102,-0.019302001165973748
216,0.08057351116184128,0.0007274556247833045,-0.061647436093146414,-0.007769032865492516
217,0.0801088100800191,-0.0015327601981417471,0.10689662911938462,-0.00706851843663107
218,0.07930748341173749,-0.0024602845812591537,-0.022708019109858167,-0.00798365134121196
219,0.07840135305252162,-0.011254566643752741,0.08503348827038344,-0.0063627147847014395
220,0.0781425925744469,0.006199429288741943,-0.05982460414935462,0.002357111315080223
221,0.07762785724948593,0.009078571804600494,0.12832347530524116,0.007824762960476834
222,0.07609156028785694,0.005406981829980679,-0.05099871386423211,0.006815457436740128
223,0.07572330662364579,0.006848144188973359,-0.058299719052495085,-0.0013079359353562086
224,0.07477274738775061,-0.0074632135903136155,0.007893249971888134,-0.0041773234486132136
225,0.07424873192618946,0.005200869438711654,0.05772932068236696,-0.002713286308854764
226,0.07351392845533546,0.003984912589705605,0.07825392466945247,-0.0005005551121614457
227,0.07255702601610899,-0.003960055449549616,0.06808590691599094,-0.005336437697820807
228,0.07236061993716478,-0.00290456379429054,0.017031648531695594,0.0036114773991196016
229,0.07107315668948093,-0.0009976185118947061,0.05400769335973132,0.014116413606028931
230,0.07052192505846785,-0.0031903957335105326,0.05735061399360525,-0.007358172253997599
231,0.06998527974246968,-0.0019039912316096328,-0.007515704307449696,0.007949809786641792
232,0.06914412741366324,0.009722876419473852,-0.1121038126754198,0.016194594994284772
233,0.06893010656851041,0.003191553836237929,-0.10376238460600534,0.0228197164208162
234,0.06816746362794694,-0.004562191806079086,-0.04940873578668227,0.00575903930123195
235,0.06758298354965553,-0.007456478826803123,0.048670327172420036,-0.006874071802068282
236,0.06746273363599355,-0.002376611081711107,-0.028191387900763226,0.0007514777756432204
237,0.0667745341576968,0.003026445974198039,-0.14397700451841502,0.010742324764973546
238,0.06643207158708887,0.002326169545352331,-0.09724256858996158,0.0013558595596849473
239,0.06567788040961933,-0.007290221828182889,0.042266951603779,-0.007911876999618195
240,0.06530419483932401,0.005709689280187356,-0.13337176905694492,0.008543781208433555
241,0.0651329085548265,0.011436390133099331,-0.1265388548843156,0.020934144639843024
242,0.06468813973694737,-0.010430697691290843,0.03647542462981858,-0.02120421292216265
243,0.06458441313007961,-0.0015855583703873152,-0.12319668359188962,0.007483767040148961
244,0.06387893670804008,-0.00503474543787479,-0.017444646980799387,0.005692494325638621
245,0.06333943959936987,-0.008550870795031609,-0.011315136200155305,0.0059855443755054034
246,0.06267613141010607,-0.0007357390295843424,-0.07925040591030807,0.019467778128423367
247,0.062344408710689164,0.008688438820046706,-0.02231504596348185,0.020845700948282288
248,0.06197621915250453,0.0023202337337307954,-0.11775260030100752,0.0014691430739104743
249,0.0616766596103212,-0.006812157405997417,0.006189127856167829,0.004996588486161507
250,0.061029900442937525,-0.0011177885444609325,-0.045824679854021014,-0.017083303783575497
251,0.06058912709773772,0.011002416075603427,-0.1364250397434167,0.018932164000143255
252,0.05973818640175481,0.007675577595607972,-0.09355080865987736,-0.0008259497599435585
253,0.05958187568940524,-0.002615387821713949,0.025287238319372324,-0.0008071717089562927
254,0.05921227256769794,-0.002157962992473468,-0.18323160069027492,0.026552867516759657
255,0.058680828074808344,-0.00018795857128951708,-0.08954696381168599,0.00648057352641181
256,0.05805674622885033,-0.004526734074348046,0.03357860458159199,0.0014457767775646706
257,0.05746959786278091,-0.0064268361661776255,-0.1004819906874851,-0.001703687045745561
258,0.05717236863933308,-0.006373574946332026,-0.16854818184981046,0.01150553915846592
259,0.05695656591858803,0.002951646165897065,-0.006695332081920323,-0.018650289174186242
260,0.0561347519465026,0.003649146805391604,0.06364637167547965,0.009742503713949777
261,0.05604313276232673,0.012787984850323076,0.05948821192233894,-0.012173441075476065
262,0.05500093494766594,-0.00012769675354503592,0.06114887066538888,-0.0002239433788985368
263,0.0548772035893466,0.00734332501752934,-0.0463195257379924,0.0010046991073791726
264,0.054408506985954466,0.01856357833607863,0.1288107075015379,-0.016553517506112232
265,0.054202025864056966,0.007206561057926228,0.0014551604610501673,-0.018012387296696682
266,0.05352881898570023,0.0037542191782339476,0.005488880021209238,-0.020376958348410936
267,0.053013781234749674,0.005658978440906903,-0.09345216803771328,0.01405642482315091
268,0.0525473512624699,-0.003478196656026576,0.055187691542143376,0.015186425770814041
269,0.05249678968028653,0.0016450802499673994,0.047041366217410265,-0.0038911384886716415
270,0.05203281546779988,-0.004496352399212917,0.1962058851431238,-0.026137324647564075
271,0.05164142283308854,-0.008868707059683513,0.04006380188471253,-0.012963225949847624
272,0.05135436459372725,0.0013709323395078672,-0.1278805952688256,-0.003987044485947575
273,0.05091981657043936,0.008863699961222117,0.019853646824376896,0.0022360026904943847
274,0.05048395277646222,0.003732558763650575,0.19298783510498105,-0.005254045360265768
275,0.050121732014791844,-0.013587560078385888,-0.10614132916740388,-0.009023513468975022
276,0.04989836554806459,0.0012702752457115793,-0.0043593193678627355,0.005092181631475393
277,0.04944684849316244,-0.00027402987783574817,0.04424086126103058,-0.01767278429024409
278,0.04896753474899169,0.005677507543207251,0.15249855248630406,-0.011553474434717884
279,0.0486366104339471,-0.0003581795092310908,-0.06881930160601811,0.012605486906472318
280,0.04826988991856799,-0.013205238138317362,0.01817681825395517,-0.0051969863142959215
281,0.04804271403270321,0.007087453470400362,-0.1092948221148829,0.009779867562721142
282,0.047681532467886395,-0.0037171869574885103,0.05194141922971599,0.00036910445761270536
283,0.04735132171107281,0.017709130674374622,0.1476148278779729,0.008876252821210486
284,0.04677110349804317,0.004825102897270519,0.015002306461287772,-0.005156359450466518
285,0.04647414354720902,0.00722538022834897,-0.012177418650471523,-0.008577124382691391
286,0.04633401365993318,0.0027405811094188552,0.07914948781168872,0.0027454069289246552
287,0.045797833572912165,0.0023894433154775844,0.11164034818760554,-0.007662496929623598
288,0.045460381636224255,-0.006068679935628756,-0.10100362447458276,-0.0006422321825942117
289,0.0451478609033058,0.012738053543913523,0.2108445200916356,-0.02295106133062566
290,0.044793604229899066,-0.008848851386595838,0.04267151769184635,0.00034183904794869886
291,0.04444718854784215,-0.006125196541205517,-0.06002985484995784,0.0016218108903713582
292,0.04407771057461,0.011326304233968888,0.17803837665053635,-0.013128623828019563
293,0.04393229395939431,-0.00956014012101088,0.010189932123135749,-0.010890962698576215
294,0.04358040219663757,-0.0023011349756751264,-0.06717731038176047,-0.0032577105812564124
295,0.04332490257169473,-0.002548723634591164,-0.2088650457435558,0.0068254943178141705
296,0.04318708984207288,-0.01436771028845624,-0.029224373645947325,0.01087202897433502
297,0.04289472635036722,-0.0019581421774855106,-0.03505051215748632,0.02530693666664209
298,0.04260922009279694,-0.0035285403048392686,0.0791374197338586,0.0010610103168322306
299,0.042334810110040574,0.0068448620708770535,-0.11884295320304067,0.0011764378086410393
300,0.041513294747139266,0.006898676937534062,-0.025127663869817254,0.012090812497707451
301,0.0411371519355574,-0.002211249021147004,-0.2192326809958552,-0.010525065403567024
302,0.04102491546318366,0.0018970668033820653,-0.06554074890003471,0.0006661124849950107
303,0.040724660692158285,1.011574913159953e-05,0.17356700457838434,0.013514050444625662
304,0.04038251314966052,-0.004526051624930569,-0.2591876333188239,0.01604688431574285
305,0.04022809633714453,0.0068902447982023395,0.22045206310844664,0.020256276751122928
306,0.03994145078362242,0.0005476158142956152,0.058226324311851235,0.006885520009737755
307,0.03961830563344619,-0.004556991763952661,-0.021689013864799614,0.013624818141788269
308,0.03931771128727661,-0.0011060499027057851,-0.05296261347249431,0.0056841638351719185
309,0.03905328586203071,0.0017233314017447768,-0.11639897396644412,-0.010509321517013816
310,0.0387793314541397,0.005793419507239188,0.0314167764392326,0.0035662006847872758
311,0.03856903414025428,0.005498338941542481,0.04318070534279695,-0.0014360109927164734
312,0.0383436117579194,0.004665179127368644,0.010601564375003376,0.00033615383790646763
313,0.03786618893079103,-0.008116207435858605,0.051151033162726914,-0.010944968415612131
314,0.03775436957450929,-0.005703106312683192,-0.009899737650279556,0.0024441741224939264
315,0.037362593012619134,0.01137308814036087,0.0869508600018425,-0.007376599096869355
316,0.03701032881034712,-0.011528675207761926,0.0019532225115022964,-0.02101820576777977
317,0.03658745309603303,-0.013412669007708513,-0.025474540781816348,0.006224899370422968
318,0.0363687275544926,-0.0065911680299508115,0.04589211833972245,-0.0034463582845742323
319,0.036220031229528646,0.006844329998034085,-0.09689766133704372,0.005789919634417202
320,0.03600355432914227,0.0006559464661442956,-0.0426250422599994,-1.7452181690339364e-05
321,0.035636873494406154,-0.006775828766879742,-0.015606812747028943,-0.0006948935212945331
322,0.03561813879128314,0.0059321884872651845,-0.03858672107938672,0.005622711905274861
323,0.03522597814226964,0.00700200200334598,-0.050384154932642485,0.005098499182340955
324,0.03512435762631909,0.0015773931168760716,0.06302634311038427,0.006005496483421072
325,0.03486591609031942,-0.0008849767009045836,-0.10194743651009204,0.013495853980148392
326,0.03444596155968014,0.007087415536352869,-0.028199971076802523,-0.006124355052015125
327,0.03414475504656258,-0.0007055613637566336,-0.08928855157587705,-0.0005558908837721508
328,0.03404935335886836,0.00774384423929817,-0.06975772986952197,-7.2635715717365296e-06
329,0.033838453259267785,0.004277929067743039,-0.006565920080526042,-0.0046191150343337685
330,0.03337092679817383,0.0003616943473256229,0.09378559537746907,-0.003539268817020186
331,0.033103044273513765,-0.010505900470515864,0.007803735816677816,0.01231934364999
332,0.03290103837772231,-0.006994842067506008,0.03835025409007955,0.0021828132864564267
333,0.03275874510067065,-0.0031685237607658448,0.1069556861253281,-0.008570042834588195
334,0.03253348680642939,-0.0037146048817104454,-0.028992290356899517,-0.005792416757227116
335,0.03224001712659715,-0.013982364477676873,0.009804017922771023,0.00034764704847942704
336,0.032164794843812856,0.006853889091977556,0.003801573295601481,-0.006599979343861754
337,0.0315264801200664,-0.011120155059101838,0.009328807286095355,-0.004747988686920715
338,0.03142820120834467,-0.0053056356635872454,-0.08704416293013797,0.004587877073065764
339,0.03129944598301248,0.006037786840637585,0.02900746870589053,-0.0037675826391516147
340,0.031062410633653524,-0.006066545701059723,0.038153305072169526,0.0030614521666984178
341,0.030882322030785007,0.004985830763333929,-0.021643818665041697,-0.005478173380211865
342,0.03058961467914926,-0.006006513919299325,-0.03097844842480056,-0.003171252166491688
343,0.030412156996288298,-0.010957781733827509,-0.05510216574756063,0.01917150793420766
344,0.030200472019775354,0.004224785047184462,0.10901523038389876,0.003074786031467818
345,0.029915724963952978,0.01359514547047887,0.11624817875097425,-0.01907097778008718
346,0.029769100254816584,0.00011735456347796523,-0.07653030335728507,0.0012038750668759005
